timestamp,dataset,model_noise_type,model_noise_level,test_noise_type,test_noise_level,noisy_mae,noisy_psnr,noisy_ssim,denosied_mae,denoised_psnr,denoised_ssim
09_03_2023_16_37_29,faciesmark,poisson,0.1,poisson,0.001,0.0580618716776371,29.04137420654297,0.6363337635993958,0.2440456748008728,15.493775367736816,0.4917805790901184
09_03_2023_16_38_05,faciesmark,poisson,0.1,mixed,0.01,0.26492583751678467,15.761736869812012,0.18367615342140198,0.20589466392993927,16.943601608276367,0.57317054271698
09_03_2023_16_38_32,faciesmark,poisson,0.1,gaussian,0.01,0.07975558936595917,25.982988357543945,0.4935762584209442,0.21433013677597046,16.447917938232422,0.5589010119438171
09_03_2023_16_39_06,faciesmark,poisson,0.1,gaussian,0.05,0.1781396120786667,19.0076847076416,0.18570353090763092,0.15992236137390137,18.992496490478516,0.6576142907142639
09_03_2023_16_39_35,faciesmark,poisson,0.1,gaussian,0.1,0.25092604756355286,16.055980682373047,0.10437338054180145,0.1300554722547531,20.93560218811035,0.710422158241272
09_03_2023_16_40_10,faciesmark,poisson,0.1,gaussian,0.5,0.5028141736984253,10.438478469848633,0.02702629566192627,0.06663504242897034,25.782529830932617,0.8004428148269653
09_03_2023_16_40_44,faciesmark,lpf,0.1,lpf,0.001,0.0061227199621498585,45.73226547241211,0.9935465455055237,0.289181113243103,14.33459186553955,0.39504051208496094
09_03_2023_16_41_12,interpretation,gaussian,0.01,gaussian,0.001,0.025230173021554947,33.298255920410156,0.9026797413825989,0.08445214480161667,22.52310562133789,0.749606192111969
09_03_2023_16_42_01,interpretation,gaussian,0.01,gaussian,0.01,0.07978484779596329,23.298255920410156,0.5904058218002319,0.09052224457263947,21.95318603515625,0.6967811584472656
09_03_2023_16_42_35,interpretation,gaussian,0.01,gaussian,0.025,0.12615031003952026,19.3189754486084,0.4038947522640228,0.09863530844449997,21.217947006225586,0.6392022967338562
09_03_2023_16_43_24,interpretation,gaussian,0.01,gaussian,0.05,0.17837592959403992,16.312015533447266,0.264632910490036,0.1060996875166893,20.60024070739746,0.5717783570289612
09_03_2023_16_43_59,interpretation,gaussian,0.01,gaussian,0.1,0.251596063375473,13.349371910095215,0.15802747011184692,0.11743266880512238,19.755582809448242,0.4753703773021698
09_03_2023_16_44_46,interpretation,gaussian,0.01,gaussian,0.25,0.38582679629325867,9.8076171875,0.07640548050403595,0.14185412228107452,18.19499397277832,0.3178754150867462
09_03_2023_16_45_19,interpretation,gaussian,0.01,gaussian,0.5,0.5049924254417419,7.734253883361816,0.04849778860807419,0.1659865528345108,16.90044403076172,0.20448186993598938
09_03_2023_16_46_07,interpretation,gaussian,0.01,mixed,0.1,0.26728230714797974,12.967122077941895,0.2599668800830841,0.09843387454748154,21.253747940063477,0.6481704115867615
09_03_2023_16_46_41,interpretation,gaussian,0.01,poisson,0.1,0.05806872993707657,26.358488082885742,0.6853665113449097,0.08879045397043228,22.044187545776367,0.7298086285591125
09_03_2023_16_47_12,interpretation,gaussian,0.05,gaussian,0.001,0.025230173021554947,33.298255920410156,0.9026797413825989,0.1060023084282875,20.69563865661621,0.6554313898086548
09_03_2023_16_47_43,interpretation,gaussian,0.05,gaussian,0.01,0.07978484779596329,23.298255920410156,0.5904058218002319,0.09478993713855743,21.650033950805664,0.6623700261116028
09_03_2023_16_48_14,interpretation,gaussian,0.05,gaussian,0.025,0.12615031003952026,19.3189754486084,0.4038947522640228,0.09030765295028687,22.0102481842041,0.6627154350280762
09_03_2023_16_48_45,interpretation,gaussian,0.05,gaussian,0.05,0.17837592959403992,16.312015533447266,0.264632910490036,0.09055855125188828,21.979787826538086,0.6494077444076538
09_03_2023_16_49_17,interpretation,gaussian,0.05,gaussian,0.1,0.251596063375473,13.349371910095215,0.15802747011184692,0.0940612182021141,21.695201873779297,0.6167395710945129
09_03_2023_16_49_49,interpretation,gaussian,0.05,gaussian,0.25,0.38582679629325867,9.8076171875,0.07640548050403595,0.10619323700666428,20.77454948425293,0.49716058373451233
09_03_2023_16_50_20,interpretation,gaussian,0.05,gaussian,0.5,0.5049924254417419,7.734253883361816,0.04849778860807419,0.1233154684305191,19.590749740600586,0.32468435168266296
09_03_2023_16_51_09,interpretation,gaussian,0.05,mixed,0.1,0.26728230714797974,12.967122077941895,0.2599668800830841,0.091718390583992,21.89375877380371,0.6594065427780151
09_03_2023_16_52_00,interpretation,gaussian,0.05,poisson,0.1,0.05806872993707657,26.358488082885742,0.6853665113449097,0.10618015378713608,20.621164321899414,0.6527645587921143
09_03_2023_16_54_51,interpretation,poisson,0.1,poisson,0.001,0.05806872993707657,26.358488082885742,0.6853665113449097,0.24382133781909943,13.352474212646484,0.3638327419757843
09_03_2023_16_55_39,interpretation,poisson,0.1,mixed,0.01,0.26728230714797974,12.967122077941895,0.2599668800830841,0.21594837307929993,14.537035942077637,0.39911001920700073
09_03_2023_16_56_28,interpretation,poisson,0.1,gaussian,0.01,0.07978484779596329,23.298255920410156,0.5904058218002319,0.22950518131256104,13.966071128845215,0.3767225742340088
09_03_2023_16_57_03,interpretation,poisson,0.1,gaussian,0.05,0.17837592959403992,16.312015533447266,0.264632910490036,0.1849365085363388,15.881168365478516,0.4318775236606598
09_03_2023_16_57_52,interpretation,poisson,0.1,gaussian,0.1,0.251596063375473,13.349371910095215,0.15802747011184692,0.1591019481420517,17.139434814453125,0.46996331214904785
09_03_2023_16_58_40,interpretation,poisson,0.1,gaussian,0.5,0.5049924254417419,7.734253883361816,0.04849778860807419,0.11450827866792679,19.736064910888672,0.5570439696311951
09_03_2023_16_59_21,stdata12,gaussian,0.01,gaussian,0.001,0.02523018606007099,35.48396301269531,0.9312199354171753,0.09339366108179092,23.882356643676758,0.7502254843711853
09_03_2023_16_59_43,stdata12,gaussian,0.01,gaussian,0.01,0.0797845721244812,25.48399543762207,0.6703887581825256,0.0995345190167427,23.369380950927734,0.7060989737510681
09_03_2023_17_00_05,stdata12,gaussian,0.01,gaussian,0.025,0.12614616751670837,21.5052433013916,0.48192334175109863,0.10539727658033371,22.859111785888672,0.6644988059997559
09_03_2023_17_00_27,stdata12,gaussian,0.01,gaussian,0.05,0.17833097279071808,18.5019474029541,0.3340950310230255,0.11288534104824066,22.275554656982422,0.6025476455688477
09_03_2023_17_00_47,stdata12,gaussian,0.01,gaussian,0.1,0.2511548399925232,15.559733390808105,0.2098388820886612,0.1243053749203682,21.483901977539062,0.5125026702880859
09_03_2023_17_01_08,stdata12,gaussian,0.01,gaussian,0.25,0.3833411633968353,12.057230949401855,0.10596529394388199,0.1491256207227707,19.981828689575195,0.3603293299674988
09_03_2023_17_01_29,stdata12,gaussian,0.01,gaussian,0.5,0.5009366273880005,9.973261833190918,0.06801746040582657,0.1751963347196579,18.651020050048828,0.2425156980752945
09_03_2023_17_01_51,stdata12,gaussian,0.01,mixed,0.1,0.28414517641067505,14.74528980255127,0.32621678709983826,0.10507040470838547,22.89076805114746,0.6703199744224548
09_03_2023_17_02_13,stdata12,gaussian,0.01,poisson,0.1,0.05806869640946388,28.544193267822266,0.7557345032691956,0.09701582044363022,23.555007934570312,0.7445371747016907
09_03_2023_17_02_35,stdata12,gaussian,0.05,gaussian,0.001,0.02523018606007099,35.48396301269531,0.9312199354171753,0.11030782014131546,22.533315658569336,0.6827725768089294
09_03_2023_17_02_56,stdata12,gaussian,0.05,gaussian,0.01,0.0797845721244812,25.48399543762207,0.6703887581825256,0.10766258090734482,22.73695182800293,0.6564644575119019
09_03_2023_17_03_15,stdata12,gaussian,0.05,gaussian,0.025,0.12614616751670837,21.5052433013916,0.48192334175109863,0.10844464600086212,22.690744400024414,0.6377230882644653
09_03_2023_17_03_37,stdata12,gaussian,0.05,gaussian,0.05,0.17833097279071808,18.5019474029541,0.3340950310230255,0.11194586753845215,22.472949981689453,0.6164538264274597
09_03_2023_17_03_59,stdata12,gaussian,0.05,gaussian,0.1,0.2511548399925232,15.559733390808105,0.2098388820886612,0.1176438182592392,22.119211196899414,0.5815838575363159
09_03_2023_17_04_20,stdata12,gaussian,0.05,gaussian,0.25,0.3833411633968353,12.057230949401855,0.10596529394388199,0.13095848262310028,21.305906295776367,0.47734197974205017
09_03_2023_17_04_42,stdata12,gaussian,0.05,gaussian,0.5,0.5009366273880005,9.973261833190918,0.06801746040582657,0.14796297252178192,20.319761276245117,0.3306291997432709
09_03_2023_17_05_04,stdata12,gaussian,0.05,mixed,0.1,0.28414517641067505,14.74528980255127,0.32621678709983826,0.10797623544931412,22.714740753173828,0.641161322593689
09_03_2023_17_05_23,stdata12,gaussian,0.05,poisson,0.1,0.05806869640946388,28.544193267822266,0.7557345032691956,0.10984744876623154,22.528919219970703,0.678095281124115
09_03_2023_17_07_15,stdata12,mixed,0.01,gaussian,0.001,0.02523018606007099,35.48396301269531,0.9312199354171753,0.2378547489643097,15.761946678161621,0.41778844594955444
09_03_2023_17_07_37,stdata12,mixed,0.01,gaussian,0.01,0.0797845721244812,25.48399543762207,0.6703887581825256,0.2231447398662567,16.393354415893555,0.4316086173057556
09_03_2023_17_07_59,stdata12,mixed,0.01,gaussian,0.025,0.12614616751670837,21.5052433013916,0.48192334175109863,0.20810194313526154,17.045915603637695,0.4468398094177246
09_03_2023_17_08_22,stdata12,mixed,0.01,gaussian,0.05,0.17833097279071808,18.5019474029541,0.3340950310230255,0.1911604106426239,17.795459747314453,0.4640107750892639
09_03_2023_17_08_44,stdata12,mixed,0.01,gaussian,0.1,0.2511548399925232,15.559733390808105,0.2098388820886612,0.1709321290254593,18.73931884765625,0.4833388328552246
09_03_2023_17_09_03,stdata12,mixed,0.01,gaussian,0.25,0.3833411633968353,12.057230949401855,0.10596529394388199,0.14464600384235382,20.082759857177734,0.5290126800537109
09_03_2023_17_09_25,stdata12,mixed,0.01,gaussian,0.5,0.5009366273880005,9.973261833190918,0.06801746040582657,0.13447129726409912,20.660974502563477,0.5418592095375061
09_03_2023_17_09_46,stdata12,mixed,0.01,mixed,0.1,0.28414517641067505,14.74528980255127,0.32621678709983826,0.21439218521118164,16.800704956054688,0.4395705759525299
09_03_2023_17_10_09,stdata12,mixed,0.01,poisson,0.1,0.05806869640946388,28.544193267822266,0.7557345032691956,0.23250098526477814,15.96412467956543,0.4267573654651642
09_03_2023_17_10_32,stdata12,poisson,0.1,poisson,0.001,0.05806869640946388,28.544193267822266,0.7557345032691956,0.23250098526477814,15.96412467956543,0.4267573654651642
09_03_2023_17_10_53,stdata12,poisson,0.1,mixed,0.01,0.28414517641067505,14.74528980255127,0.32621678709983826,0.21439218521118164,16.800704956054688,0.4395705759525299
09_03_2023_17_11_14,stdata12,poisson,0.1,gaussian,0.01,0.0797845721244812,25.48399543762207,0.6703887581825256,0.2231447398662567,16.393354415893555,0.4316086173057556
09_03_2023_17_11_37,stdata12,poisson,0.1,gaussian,0.05,0.17833097279071808,18.5019474029541,0.3340950310230255,0.1911604106426239,17.795459747314453,0.4640107750892639
09_03_2023_17_11_59,stdata12,poisson,0.1,gaussian,0.1,0.2511548399925232,15.559733390808105,0.2098388820886612,0.1709321290254593,18.73931884765625,0.4833388328552246
09_03_2023_17_12_20,stdata12,poisson,0.1,gaussian,0.5,0.5009366273880005,9.973261833190918,0.06801746040582657,0.13447129726409912,20.660974502563477,0.5418592095375061
09_03_2023_17_12_42,stdata12,lpf,0.1,lpf,0.001,0.02770206891000271,34.0246467590332,0.9290040135383606,0.251547247171402,15.23816204071045,0.39438489079475403
09_03_2023_17_29_18,faciesmark,gaussian,0.1,gaussian,0.001,0.025225261226296425,35.98152160644531,0.8762686848640442,0.08169778436422348,25.10260772705078,0.8375813961029053
09_03_2023_17_29_52,faciesmark,gaussian,0.1,gaussian,0.01,0.07975558936595917,25.982988357543945,0.4935762584209442,0.04934653639793396,29.173372268676758,0.9217835664749146
09_03_2023_17_30_30,faciesmark,gaussian,0.1,gaussian,0.025,0.12606880068778992,22.00674057006836,0.30265307426452637,0.03150651603937149,32.478031158447266,0.9592152237892151
09_03_2023_17_31_10,faciesmark,gaussian,0.1,gaussian,0.05,0.1781396120786667,19.0076847076416,0.18570353090763092,0.024843735620379448,33.723854064941406,0.9716854095458984
09_03_2023_17_31_49,faciesmark,gaussian,0.1,gaussian,0.1,0.25092604756355286,16.055980682373047,0.10437338054180145,0.03495819494128227,31.483522415161133,0.955345869064331
09_03_2023_17_32_19,faciesmark,gaussian,0.1,gaussian,0.25,0.38416120409965515,12.520463943481445,0.046308733522892,0.062379177659749985,27.200727462768555,0.8299227356910706
09_03_2023_17_32_58,faciesmark,gaussian,0.1,gaussian,0.5,0.5028141736984253,10.438478469848633,0.02702629566192627,0.09130764752626419,24.262889862060547,0.579903244972229
09_03_2023_17_33_37,faciesmark,gaussian,0.1,mixed,0.1,0.26492583751678467,15.761736869812012,0.18367615342140198,0.08716815710067749,25.03929328918457,0.8190479874610901
09_03_2023_17_34_16,faciesmark,gaussian,0.1,poisson,0.1,0.0580618716776371,29.04137420654297,0.6363337635993958,0.08315825462341309,25.000537872314453,0.8371033072471619
09_03_2023_17_34_47,faciesmark,gaussian,0.5,gaussian,0.001,0.025225261226296425,35.98152160644531,0.8762686848640442,0.27246612310409546,14.709017753601074,0.4341389536857605
09_03_2023_17_35_28,faciesmark,gaussian,0.5,gaussian,0.01,0.07975558936595917,25.982988357543945,0.4935762584209442,0.2617141902446747,15.059370040893555,0.46724390983581543
09_03_2023_17_36_07,faciesmark,gaussian,0.5,gaussian,0.025,0.12606880068778992,22.00674057006836,0.30265307426452637,0.2320246696472168,16.098724365234375,0.5156810879707336
09_03_2023_17_36_46,faciesmark,gaussian,0.5,gaussian,0.05,0.1781396120786667,19.0076847076416,0.18570353090763092,0.19102676212787628,17.76801300048828,0.5894843935966492
09_03_2023_17_37_18,faciesmark,gaussian,0.5,gaussian,0.1,0.25092604756355286,16.055980682373047,0.10437338054180145,0.14155271649360657,20.318355560302734,0.6916912198066711
09_03_2023_17_37_57,faciesmark,gaussian,0.5,gaussian,0.25,0.38416120409965515,12.520463943481445,0.046308733522892,0.07835771143436432,24.87393569946289,0.8243513107299805
09_03_2023_17_38_36,faciesmark,gaussian,0.5,gaussian,0.5,0.5028141736984253,10.438478469848633,0.02702629566192627,0.052659377455711365,26.362037658691406,0.8743468523025513
09_03_2023_17_39_09,faciesmark,gaussian,0.5,mixed,0.1,0.26492583751678467,15.761736869812012,0.18367615342140198,0.28925225138664246,14.344220161437988,0.43378710746765137
09_03_2023_17_39_46,faciesmark,gaussian,0.5,poisson,0.1,0.0580618716776371,29.04137420654297,0.6363337635993958,0.2684483528137207,14.837103843688965,0.4457714855670929
09_03_2023_17_40_26,faciesmark,poisson,0.1,poisson,0.001,0.0580618716776371,29.04137420654297,0.6363337635993958,0.2440456748008728,15.493775367736816,0.4917805790901184
09_03_2023_17_41_02,faciesmark,poisson,0.1,mixed,0.01,0.26492583751678467,15.761736869812012,0.18367615342140198,0.20589466392993927,16.943601608276367,0.57317054271698
09_03_2023_17_41_32,faciesmark,poisson,0.1,gaussian,0.01,0.07975558936595917,25.982988357543945,0.4935762584209442,0.21433013677597046,16.447917938232422,0.5589010119438171
09_03_2023_17_42_07,faciesmark,poisson,0.1,gaussian,0.05,0.1781396120786667,19.0076847076416,0.18570353090763092,0.15992236137390137,18.992496490478516,0.6576142907142639
09_03_2023_17_42_43,faciesmark,poisson,0.1,gaussian,0.1,0.25092604756355286,16.055980682373047,0.10437338054180145,0.1300554722547531,20.93560218811035,0.710422158241272
09_03_2023_17_43_18,faciesmark,poisson,0.1,gaussian,0.5,0.5028141736984253,10.438478469848633,0.02702629566192627,0.06663504242897034,25.782529830932617,0.8004428148269653
09_03_2023_17_43_48,faciesmark,lpf,0.1,lpf,0.001,0.0061227199621498585,45.73226547241211,0.9935465455055237,0.289181113243103,14.33459186553955,0.39504051208496094
09_03_2023_17_44_25,interpretation,gaussian,0.1,gaussian,0.001,0.025230173021554947,33.298255920410156,0.9026797413825989,0.11067001521587372,20.329002380371094,0.6419450640678406
09_03_2023_17_45_20,interpretation,gaussian,0.1,gaussian,0.01,0.07978484779596329,23.298255920410156,0.5904058218002319,0.10849492251873016,20.486417770385742,0.6261207461357117
09_03_2023_17_46_08,interpretation,gaussian,0.1,gaussian,0.025,0.12615031003952026,19.3189754486084,0.4038947522640228,0.10069424659013748,21.046981811523438,0.6421443819999695
09_03_2023_17_47_01,interpretation,gaussian,0.1,gaussian,0.05,0.17837592959403992,16.312015533447266,0.264632910490036,0.09361792355775833,21.586084365844727,0.6586739420890808
09_03_2023_17_47_58,interpretation,gaussian,0.1,gaussian,0.1,0.251596063375473,13.349371910095215,0.15802747011184692,0.09059111773967743,21.830411911010742,0.6583542823791504
09_03_2023_17_48_41,interpretation,gaussian,0.1,gaussian,0.25,0.38582679629325867,9.8076171875,0.07640548050403595,0.09940393269062042,21.178756713867188,0.570833146572113
09_03_2023_17_49_36,interpretation,gaussian,0.1,gaussian,0.5,0.5049924254417419,7.734253883361816,0.04849778860807419,0.11771047115325928,19.91783332824707,0.3764664828777313
09_03_2023_17_50_33,interpretation,gaussian,0.1,mixed,0.1,0.26728230714797974,12.967122077941895,0.2599668800830841,0.09254912286996841,21.822580337524414,0.647945761680603
09_03_2023_17_51_11,interpretation,gaussian,0.1,poisson,0.1,0.05806872993707657,26.358488082885742,0.6853665113449097,0.1028248518705368,20.922460556030273,0.6557364463806152
09_03_2023_17_52_08,interpretation,gaussian,0.5,gaussian,0.001,0.025230173021554947,33.298255920410156,0.9026797413825989,0.34100326895713806,10.694478988647461,0.24669024348258972
09_03_2023_17_53_08,interpretation,gaussian,0.5,gaussian,0.01,0.07978484779596329,23.298255920410156,0.5904058218002319,0.34417009353637695,10.664435386657715,0.23786354064941406
09_03_2023_17_53_47,interpretation,gaussian,0.5,gaussian,0.025,0.12615031003952026,19.3189754486084,0.4038947522640228,0.3013630509376526,11.774563789367676,0.2755284309387207
09_03_2023_17_54_43,interpretation,gaussian,0.5,gaussian,0.05,0.17837592959403992,16.312015533447266,0.264632910490036,0.2345380038022995,13.87728214263916,0.3529302477836609
09_03_2023_17_55_39,interpretation,gaussian,0.5,gaussian,0.1,0.251596063375473,13.349371910095215,0.15802747011184692,0.17119407653808594,16.499065399169922,0.45248788595199585
09_03_2023_17_56_16,interpretation,gaussian,0.5,gaussian,0.25,0.38582679629325867,9.8076171875,0.07640548050403595,0.11973049491643906,19.32341766357422,0.562653124332428
09_03_2023_17_57_12,interpretation,gaussian,0.5,gaussian,0.5,0.5049924254417419,7.734253883361816,0.04849778860807419,0.11016365140676498,19.972515106201172,0.5656925439834595
09_03_2023_17_58_10,interpretation,gaussian,0.5,mixed,0.1,0.26728230714797974,12.967122077941895,0.2599668800830841,0.3274601101875305,11.056949615478516,0.2602742612361908
09_03_2023_17_58_49,interpretation,gaussian,0.5,poisson,0.1,0.05806872993707657,26.358488082885742,0.6853665113449097,0.3381500840187073,10.784333229064941,0.24594123661518097
09_03_2023_17_59_45,interpretation,poisson,0.1,poisson,0.001,0.05806872993707657,26.358488082885742,0.6853665113449097,0.24382133781909943,13.352474212646484,0.3638327419757843
09_03_2023_18_00_37,interpretation,poisson,0.1,mixed,0.01,0.26728230714797974,12.967122077941895,0.2599668800830841,0.21594837307929993,14.537035942077637,0.39911001920700073
09_03_2023_18_01_12,interpretation,poisson,0.1,gaussian,0.01,0.07978484779596329,23.298255920410156,0.5904058218002319,0.22950518131256104,13.966071128845215,0.3767225742340088
09_03_2023_18_02_04,interpretation,poisson,0.1,gaussian,0.05,0.17837592959403992,16.312015533447266,0.264632910490036,0.1849365085363388,15.881168365478516,0.4318775236606598
09_03_2023_18_02_54,interpretation,poisson,0.1,gaussian,0.1,0.251596063375473,13.349371910095215,0.15802747011184692,0.1591019481420517,17.139434814453125,0.46996331214904785
09_03_2023_18_03_31,interpretation,poisson,0.1,gaussian,0.5,0.5049924254417419,7.734253883361816,0.04849778860807419,0.11450827866792679,19.736064910888672,0.5570439696311951
09_03_2023_18_04_21,interpretation,lpf,0.1,lpf,0.001,0.022969260811805725,33.455013275146484,0.9243398308753967,0.2669509947299957,12.527503967285156,0.33145371079444885
09_03_2023_18_05_13,stdata12,gaussian,0.5,gaussian,0.001,0.02523018606007099,35.48396301269531,0.9312199354171753,0.33068758249282837,13.118695259094238,0.2933806777000427
09_03_2023_18_05_34,stdata12,gaussian,0.5,gaussian,0.01,0.0797845721244812,25.48399543762207,0.6703887581825256,0.3360925018787384,13.02536678314209,0.2817884385585785
09_03_2023_18_05_54,stdata12,gaussian,0.5,gaussian,0.025,0.12614616751670837,21.5052433013916,0.48192334175109863,0.3139059543609619,13.605034828186035,0.3054066598415375
09_03_2023_18_06_17,stdata12,gaussian,0.5,gaussian,0.05,0.17833097279071808,18.5019474029541,0.3340950310230255,0.262384295463562,15.098088264465332,0.36235278844833374
09_03_2023_18_06_39,stdata12,gaussian,0.5,gaussian,0.1,0.2511548399925232,15.559733390808105,0.2098388820886612,0.1994241327047348,17.373126983642578,0.44309428334236145
09_03_2023_18_07_01,stdata12,gaussian,0.5,gaussian,0.25,0.3833411633968353,12.057230949401855,0.10596529394388199,0.14181891083717346,20.132925033569336,0.5445691347122192
09_03_2023_18_07_23,stdata12,gaussian,0.5,gaussian,0.5,0.5009366273880005,9.973261833190918,0.06801746040582657,0.131905660033226,20.746967315673828,0.541714608669281
09_03_2023_18_07_44,stdata12,gaussian,0.5,mixed,0.1,0.28414517641067505,14.74528980255127,0.32621678709983826,0.3383775055408478,12.952296257019043,0.28621992468833923
09_03_2023_18_08_05,stdata12,gaussian,0.5,poisson,0.1,0.05806869640946388,28.544193267822266,0.7557345032691956,0.32829734683036804,13.199082374572754,0.29280874133110046
09_03_2023_18_08_25,stdata12,mixed,0.01,gaussian,0.001,0.02523018606007099,35.48396301269531,0.9312199354171753,0.2378547489643097,15.761946678161621,0.41778844594955444
09_03_2023_18_08_46,stdata12,mixed,0.01,gaussian,0.01,0.0797845721244812,25.48399543762207,0.6703887581825256,0.2231447398662567,16.393354415893555,0.4316086173057556
09_03_2023_18_09_07,stdata12,mixed,0.01,gaussian,0.025,0.12614616751670837,21.5052433013916,0.48192334175109863,0.20810194313526154,17.045915603637695,0.4468398094177246
09_03_2023_18_09_28,stdata12,mixed,0.01,gaussian,0.05,0.17833097279071808,18.5019474029541,0.3340950310230255,0.1911604106426239,17.795459747314453,0.4640107750892639
09_03_2023_18_09_50,stdata12,mixed,0.01,gaussian,0.1,0.2511548399925232,15.559733390808105,0.2098388820886612,0.1709321290254593,18.73931884765625,0.4833388328552246
09_03_2023_18_10_11,stdata12,mixed,0.01,gaussian,0.25,0.3833411633968353,12.057230949401855,0.10596529394388199,0.14464600384235382,20.082759857177734,0.5290126800537109
09_03_2023_18_10_30,stdata12,mixed,0.01,gaussian,0.5,0.5009366273880005,9.973261833190918,0.06801746040582657,0.13447129726409912,20.660974502563477,0.5418592095375061
09_03_2023_18_10_53,stdata12,mixed,0.01,mixed,0.1,0.28414517641067505,14.74528980255127,0.32621678709983826,0.21439218521118164,16.800704956054688,0.4395705759525299
09_03_2023_18_11_15,stdata12,mixed,0.01,poisson,0.1,0.05806869640946388,28.544193267822266,0.7557345032691956,0.23250098526477814,15.96412467956543,0.4267573654651642
09_03_2023_18_11_37,stdata12,mixed,0.01,gaussian,0.001,0.02523018606007099,35.48396301269531,0.9312199354171753,0.2378547489643097,15.761946678161621,0.41778844594955444
09_03_2023_18_11_59,stdata12,mixed,0.01,gaussian,0.01,0.0797845721244812,25.48399543762207,0.6703887581825256,0.2231447398662567,16.393354415893555,0.4316086173057556
09_03_2023_18_12_20,stdata12,mixed,0.01,gaussian,0.025,0.12614616751670837,21.5052433013916,0.48192334175109863,0.20810194313526154,17.045915603637695,0.4468398094177246
09_03_2023_18_12_42,stdata12,mixed,0.01,gaussian,0.05,0.17833097279071808,18.5019474029541,0.3340950310230255,0.1911604106426239,17.795459747314453,0.4640107750892639
09_03_2023_18_13_04,stdata12,mixed,0.01,gaussian,0.1,0.2511548399925232,15.559733390808105,0.2098388820886612,0.1709321290254593,18.73931884765625,0.4833388328552246
09_03_2023_18_13_25,stdata12,mixed,0.01,gaussian,0.25,0.3833411633968353,12.057230949401855,0.10596529394388199,0.14464600384235382,20.082759857177734,0.5290126800537109
09_03_2023_18_13_47,stdata12,mixed,0.01,gaussian,0.5,0.5009366273880005,9.973261833190918,0.06801746040582657,0.13447129726409912,20.660974502563477,0.5418592095375061
